企业名称,招聘岗位,工作城市,最低月薪,最高月薪,职位描述,学历要求,要求经验,招聘类别,初级分类,学历要求_排序,要求经验_排序,平均月薪,薪资浮动,薪资等级,企业规模,行业类型,年终奖估算
浙江外服人力资源服务有限公司,中国移动正式员工--产品经理,杭州,15000.0,30000.0,"职位描述：1.负责移动业务线上受理流程、客户交互体验的设计，协调研发资源实现产品原型，推动原型到商用产品的转化； 2.根据产品需求，撰写详细的产品流程设计文档、产品界面及原型设计文档； 3.负责与研发、设计、测试等部门沟通，确保协作部门对产品文档的有充分的理解； 4.协调开发人员进行开发工作，推动及协调产品的开发进度，把控项目质量； 跟踪上线产品的用户反馈、各环节转化数据，优化产品方案，推动提升产品质量，对用户满意度负责。
任职资格：教育：计算机、软件、通信、电子商务、统计、数学等相关专业，大学本科及以上学历；技能：熟练使用visio、processon、axure、墨刀等产品经理常用工具，可独立输出高质量的原型图、PRD文档；有一定技术基础，对前端、服务端开发知识有一定了解，能够与开发团队高效沟通；沟通能力强，有较强的协作意识；工作认真负责，关注细节，目标导向，推进能力强。  来源：马 克 团 队",本科,3-5年,全职,互联网,5,2,22500.0,15000.0,20K-30K,大中型企业,IT互联网,7500.0
南京北路智控科技股份有限公司,车辆控制算法工程师,南京,15000.0,25000.0,岗位职责: 1、开发和优化车辆的控制算法，包括稳定性控制、轨迹跟踪和速度控制。 2、将控制算法实现为高效的软件代码，确保它们能在实时系统中无延迟执行。 3、使用仿真软件（如MATLAB/Simulink或其他工具）来测试和验证控制策略。 4、基于仿真和实车测试的结果，对系统进行调优，以实现更好的性能。 5、编写详细的技术文档，记录控制策略的设计决策和测试结果，供团队成员参考。 6、协助集成感知、规划和控制模块，确保各模块间的接口和数据交换正确无误。 7、在系统测试中识别问题，并提供及时有效的解决方案。 8、持续关注行业最佳实践和新技术，将它们集成到现有系统中以提高性能。 9、确保控制系统遵守所有相关的安全标准和法规要求。 任职要求: 1、本科及以上学历，专业涵盖计算机科学、控制工程、机械工程、电子工程或相关领域。 2、理解并能应用经典和现代控制理论，例如PID控制、LQR、MPC等。 3、精通至少一种编程语言，常见的有C++、Python，以及熟悉实时系统的编程。 4、对车辆动力学有深入的理解，能够建模并分析车辆在各种驾驶条件下的性能。 5、能够设计、实现和优化用于运动控制、轨迹跟踪和稳态控制的算法。 6、熟悉软件开发的工具和实践，包括版本控制系统（如Git）、持续集成和自动化测试。 7、有将控制算法集成到更广泛系统中的经验，比如与感知和规划模块的集成。 8、能够设计和执行测试计划，进行系统仿真以及实车测试。 9、良好的团队合作和沟通技能，能够在多学科团队中有效工作。 10、较强的逻辑思维和问题,本科,3-5年,全职,物联网,5,2,20000.0,10000.0,20K-30K,大中型企业,IT互联网,5000.0
伯特利,EMB（电子机械制动）电机控制算法工程师,上海,20000.0,35000.0,"1）车辆工程、机电一体化、自动控制或计算机科学与工程师等专业本科或以上学历；
2）至少3年以上汽车电动助力制动系统（ Ebooster 、 EHB 、 EMB 等）电机控制算法开发工作经历；
3）熟悉汽车电控系统开发工作流程（如 A - SPICE );
4）负责汽车电子机械制动系统（ EMB ）电机控制算法的需求分析、建模、控制、仿真与验证测试工作；
5）良好的汽车动力学与控制理论知识基础，具有丰富的汽车电子助力制动类产品电机控制算法开发工作经验；
6）熟悉 Matlab / Simulink 建模、仿真与测试；基本掌握 C / C +＋语言软件编程；熟悉 CANalyzer / CANoe 、 CANape 等开发测试工具；
7）具有汽车电控系统的 CAN 总线通信、 UDS 诊断服务、 AutoSar 软件架构、系统功能安全(ISO26262）等基础知识者优先；
8）良好的团队合作精神和敬业精神；
9）良好的英语口语与书面表达能力者优先。
岗位工作职责：
1) EMB 永磁同步电机控制算法、故障诊断算法设计
2) EMB 电机控制系统 simulink 建模与系统仿真
3) EMB 电机性能台架试验及验证
4）开展控制算法功能安全相关设计工作
5）电机控制相关标定参数的整车标定与测试
电机供应商及内部电机开发相关的控制与验证工作
7）算法组内部其他相关工作",本科,5-10年,全职,汽车研发/制造,5,3,27500.0,15000.0,20K-30K,其他,制造业,7500.0
知新思明科技(北京)有限公司,应用软件工程师,西安,10000.0,18000.0,"岗位职责：1、完成相关模块的代码编写、调试与测试、并编写开发文档；2、参与系统联调、并对各个相关模块负责。
任职要求：1、计算机科学与技术或软件相关专业本科以上学历，3年以上C语言开发经验；2、精通C++或C#软件编程，熟悉windows或linux或其他嵌入式操作系统开发环境； 3、熟悉OPENGL或中间件编程；4、熟悉面向对象的开发；5、具备较强的逻辑思维能力、学习能力；富有责任心，良好的团队协作精神，较好的沟通能力。
 
职位福利：五险一金、餐补、带薪年假、弹性工作、定期体检、员工旅游、节日福利",大专,3-5年,全职,IT服务,4,2,14000.0,8000.0,12K-20K,大中型企业,IT互联网,4000.0
西安建大静态交通研究院有限公司,Java工程师,西安,10000.0,15000.0,"岗位职责          1、参与核心部分的编码工作。    
2、能够独立分析研发项目的需求，控制变更，有效保证成果质量。    
3. 开发相关文档编写。            任职要求       1.国家统招本科及以上学历，计算机或相关专业毕业，学信网可查；    
2.具有3年及以上java开发工作经验，条件优秀者可适当放宽录用条件；    
3.熟悉spring mvc，spring boot，spring cloud、dubbo；    
4.熟悉mysql，redis，nginx；    
5.熟悉消息中间件，如：rabbitMQ，rocketMq，activeMq，kafka等；    
6.熟悉maven，git等项目管理工具；    
7.熟悉linux常用的命令；    
8.具备良好的分析解决问题能力；责任心强，具备良好语言表达能力和协调能力。",本科,1-3年,全职,计算机软件,5,1,12500.0,5000.0,12K-20K,大中型企业,IT互联网,2500.0
睿能科技,整机测试工程师,福州,5000.0,7000.0,岗位职责:1. 根据公司产品开发项目计划，制定测试策略及测试方案，负责执行产品测试，按时输出测试报告；2. 参与开发各阶段的评审，站在测试部立场提出相应问题及改进建议；3. 测试规范及测试用例的定期升级和维护；4. 协助产品现场调试及解决客户端问题；市场问题回归到测试方案或测试用例；5. 最新测试方法的研究，不断推进测试平台的优化。任职要求：1. 专科及以上学历应届毕业生；2. 机电、机械、纺织等相关专业；3. 良好的专业基础和学习能力，自我驱动力强，刻苦专研，对于技术工作有强烈的意愿；4.可接受出差。。 （来自 马克数据网）,大专,1-3年,全职,电子/半导体/集成电路,4,1,6000.0,2000.0,5K-8K,大中型企业,电子硬件,1000.0
南京北路智控科技股份有限公司,定位算法工程师,南京,18000.0,30000.0,岗位职责: 1、开发和优化车辆定位算法，确保在各种环境下都能准确地定位车辆。 2、实现定位算法为高效的软件模块，确保它们能够在车辆的嵌入式系统中实时运行。 3、集成和融合来自不同传感器的数据，以提高定位系统的精度和鲁棒性。 4、设计和执行测试计划，包括仿真测试和实车测试，来验证定位系统的效果。 5、根据测试反馈优化算法性能，确保定位系统在各种驾驶场景下均能可靠工作。 6、分析和解决定位系统中出现的技术问题。 7、编写详细的技术文档，记录定位算法的设计决策、测试结果和操作指南。 8、确保定位系统遵守所有相关的安全标准和法规要求。 任职要求: 1、本科及以上学历，专业涵盖计算机科学、电子工程、地理信息系统（GIS）、测绘科学、机器人学或相关领域； 2、精通一种或多种编程语言，如C++、Python或Java，以及实时操作系统的开发。 3、深入理解全球定位系统（GPS）、惯性测量单元（IMU）、轮速传感器和其他定位传感器的工作原理。 4、熟练掌握多传感器融合技术，如卡尔曼滤波（包括扩展卡尔曼滤波和无迹卡尔曼滤波）、粒子滤波等，用于提高定位的准确性和可靠性。 5、能够设计、实现和优化复杂的定位算法。 6、有使用地图和传感器数据进行车辆定位的经验。 7、熟悉软件开发的工具和实践，包括版本控制系统（如Git）、持续集成和自动化测试。 8、能够分析大量数据来识别定位系统的问题，并提出改进措施。 9、良好的团队合作和沟通能力，能够与跨职能团队（如感知、规划和控制工程师）有效交流。 10、能够管理任务，,本科,经验不限,全职,物联网,5,5,24000.0,12000.0,20K-30K,大中型企业,IT互联网,6000.0
武汉理岩控制技术有限公司,软件工程师,武汉,10000.0,15000.0,"岗位职责
1、主要负责电控ECU开发工作；
2、主导上位机及检验设备的开发工作；
3、配合各项目组，与客户进行软件、通信协议等技术对接工作；
4、协助处理客户反映问题，并提出相关解决问题方案。

 任职要求 
1、本科及以上学历，精通C、C++、labview语言编程能力； 
2、精通CAN总线通信，熟悉LIN通信等； 
3、熟悉常用的模数电路，有直流电机驱动控制经验，有诊断功能软件编写经验优先； 
4、熟悉主流汽车级MCU，熟练使用单片机外围功能； 
5、5年汽车行业工作经验，有实际开发并量产多个成功项目经验者。",本科,5-10年,全职,汽车零部件,5,3,12500.0,5000.0,12K-20K,大中型企业,制造业,2500.0
上海科泽智慧环境科技有限公司,环保运维工程师（苏州吴江、高新区）,苏州,6000.0,7000.0,"岗位职责：
1、环境在线监测项目的实施，环境监测设备的安装、调试、运营维护等工作，技术支持，对客户技术培训等；
2、公司产品的维护服务工作，日常巡检、保养、维护、校准，确保系统稳定运行，及时解决产品问题，确保系统稳定运行；
3、负责运维过程中的各项技术档案的整理、归纳；
4、负责管理自己拥有的公司资产（包括备件、工具、笔记本、工服等）；
5、按照公司和部门规章制度的要求开展工作，完成上级交办的其他工作。
任职要求：
1、环境工程等相关专业优先考虑；
2、有责任心，能够积极听从公司的工作安排；
3、可提供住宿，有C1驾驶证、开车熟练；
4、大专以上学历，优秀的中专毕业生或应届毕业生亦可。  关注微信公众号马克数据网",大专,经验不限,全职,环保,4,5,6500.0,1000.0,5K-8K,大中型企业,环保,500.0
重庆长安汽车软件科技有限公司,嵌入式软件开发工程师,重庆,10000.0,15000.0,"1、工作职责
1.负责嵌入式平台的软件架构设计、软件需求分解。
2.负责嵌入式平台软件模块的编码开发工作。
3.负责嵌入式平台应用软件集成、测试、版本管理和发布。
4.负责完成软件的白盒测试。
5.负责与软件相关的各种文档编写工作。
6.负责维护、优化现有模块或新模块的开发。

2、任职资格
1. 学历要求：大学本科及以上学历。
2. 专业要求：计算机、软件工程、通信工程、自动化、电子信息等相关专业。
3. 工作经历：3年以上嵌入式开发经验，熟练掌握C/C++编程，具备良好面向对象开发、设计模式等思想。
4. 专业技能：
4.1精通C/C++语言，有项目级的开发经验；
4.2 熟悉串口通讯、掌握网络编程、系统编程等；
4.3 熟悉实时操作系统的原理，熟悉常用编译器和嵌入式开发；
4.4 熟悉嵌入式操作系统，如QNX、Linux、RTOS，有实际项目经验，了解DDS、ROS优先；
4.5 熟悉汽车行业产品开发流程、方法、工具、软件工程过程，熟悉软件架构；
5. 语言要求：具有良好的英语听说读写能力。
6. 综合素质：有较强的学习能力和自我驱动能力；具有良好团队合作精神和沟通能力。",本科,3-5年,全职,汽车研发/制造,5,2,12500.0,5000.0,12K-20K,大中型企业,制造业,2500.0
南京展讯信息科技有限公司,产品经理,杭州,12000.0,20000.0,岗位职责：  1、负责交易中台产品的策划、设计和实施，推动产品的持续优化和迭代；  2、深度理解业务需求，提炼业务场景，抽象原子能力，编写产品需求文档和产品设计文档；  3、与技术团队紧密合作，确保产品设计的可行性和技术实施的顺利进行；  4、管理产品项目，确保产品开发进度和质量达到预期目标；  5、跟踪行业趋势和竞争对手动态，提出产品创新和优化建议；  6、对产品进行全周期管理，包括产品上线前的测试、产品上线后的维护和优化。  任职资格：  1、全日制本科及以上学历，5年以上互联网相关工作经历；  2、2年以上交易中台产品管理经验，有大型电商平台、中台、汽车等相关经验优先；  3、理解中台、平台理念，拥有抽象思维能力，善于从多业务线中抽取共性需求，搭建平台级产品；  4、具有良好的沟通和协调能力，能够有效地与多个团队协作；  5、具有出色的产品管理能力，能够同时支撑多个商城项目；  6、对产品管理有深厚的热情，愿意接受挑战，解决复杂问题。,本科,5-10年,全职,计算机软件,5,3,16000.0,8000.0,12K-20K,大中型企业,IT互联网,4000.0
合肥博雷电气有限公司,电子硬件工程师,合肥,6000.0,10000.0,"备注：本岗位可接受电子、电气自动化相关专业一本以上学生，对于电源电路有兴趣的无经验的伙伴，入职有硬件研发工程师带。
岗位职责：
1、负责公司电源产品的调试、设计开发工作；
2、负责硬件电路计算、关键元件选型等设计；
3、负责电气原理图、PCB设计、BOM等文件；
4、负责项目售后问题解决及优化改进方案。
5、负责持续改进产品电气原理设计，配合解决现场或生产反馈的设计问题。
备注:
1、公司内部提倡高效工作，无强制加班文化，工作氛围好，员工流失率低，研发氛围佳，大牛带队，带教能力强，可实现快速成长；
2、入职办理五险一金，研发人员平均15薪，提供免费食堂、免费体检、员工旅游、节假日福利、全勤奖、工龄工资；
3、每年2次调薪的机会，幅度在10%~50%；
4、实行人性化管理，每个季度组织员工团建活动；
5、定期组织专业技能、综合素质、生活礼仪、职业资格等培训，为你的智慧和才能提供施展平台；
6、公司上市筹备中，优秀员工有机会获得股权激励。
博雷电气愿与您携手，谱写精彩的未来！",本科,经验不限,全职,电子/半导体/集成电路,5,5,8000.0,4000.0,8K-12K,大中型企业,电子硬件,2000.0
牧原股份,软件测试工程师,南阳,10000.0,20000.0,"岗位职责：
1、负责建立符合公司业务发展需要的测试技术体系，质量保障体系，不断驱动迭代优化；
2、负责对软件质量问题进行跟踪分析和报告，推动测试中发现问题及合理解决；
3、参与过中大型项目，独立负责或牵头过项目质量保障工作，有人员团队建设经验，具备管理经验；
4、负责公司物联网、信息化等平台以及移动、PC等终端产品的测试工作。
任职要求：
1、5年及以上工作经验，本科及以上学历，精通测试流程和测试用例设计方法,能主动进行技术钻研
2、熟悉web/小程序，以及各种终端产品测试
3、有质量保障体系建设经验，可以独立承担项目；
4、精通性能测试、测试框架设计或数据测试任意领域者优先
5、熟练使用各种测试工具，熟悉主流数据库以及操作系统
6、善于团队合作，理解和适应变化，以结果和行动为准则
加分项：
1、熟悉物联网、大数据等项目特点者优先
2、熟悉java或python等主流测试开发语言者优先
3、有过性能调优等相关经验者优先
4、能够接受短期出差者优先",本科,5-10年,全职,农/林/牧/渔,5,3,15000.0,10000.0,12K-20K,大中型企业,农林牧渔,5000.0
思源电气,工程项目管理工程师,常州,4000.0,7000.0,"1、制定并及时更新项目跟踪表，对信息及时的反馈；    2、负责项目的整体协调工作，包括投标、排产、计划、履约评审、技术设计、工程设计、电气图纸、发货；     3、负责职权范围内的外部客户联系、协调工作；     4、实时监控项目风险状态，并及时更新风险应对策略；    5、负责项目执行过程中的整体变更控制；    6、负责项目执行过程中的整体变更；    7、控制呆滞产成品的控制  
    
  任职要求：  学  历：大专及以上 工作经验：1-2年 专业知识技能：熟练操作电脑办公软件 能力素质：沟通能力强",大专,1-3年,全职,电气机械/电力设备,4,1,5500.0,3000.0,5K-8K,其他,制造业,1500.0
武汉亦创智联,现场实施工程师,武汉,6000.0,8000.0,"职位职责：1、制定项目硬件施工方案及预算，并根据预算安排实施工作；2、认真做好项目安装工程的质量、进度、安全文明施工管理，做好配套单位进场前的审核工作，及时处理或解决施工过程中所遇到的相关问题；3、积极与分包单位、客户单位，做好项目施工相关的协调工作；4、负责收集施工过程的各种原始记录并及时提交存档；5、完成上级交办的其他任务。
任职要求：1、本科及以上学历，计算机相关专业，3年及以上工作经验；2、会使用CAD及常用办公软件，能看懂电气图纸；3、熟悉网络环境搭建、服务器部署；4、有良好的客户沟通能力和团队合作能力，能够承受一定的工作压力，有项目实施经验的优先；5、接受出差、加班。",本科,3-5年,全职,计算机软件,5,2,7000.0,2000.0,5K-8K,其他,IT互联网,1000.0
大连斯锐信息技术有限公司,ITO招聘专员-沈阳,沈阳,5000.0,7000.0,"岗位职责：  1、负责公司大客户项目的技术岗位的招聘全流程工作；  2、负责聘前测试和简历甄别；  3、负责对候选人进行初试判断；  4、负责组织和执行招聘计划，包括通知和安排面试等；  5、维护招聘渠道，及时发布招聘广告，管理招聘信息；  6、独立完成所分配的招聘任务，完成相关数据及表格的整理工作；  7、维护招聘数据库/系统中的相关信息，保证信息的准确性和完整性。  
  任职要求：  1、本科以上学历，沟通表达能力佳；  2、两年以上乙方IT技术岗位招聘； 3、过往担任过项目接口或小组长者优先。  
  岗位亮点：  1.具有竞争力的薪酬+季度招聘奖金;  2.入职缴纳六险一金；  3.带薪年假；  4.完善的职位晋升体系；  5.赋能培训及良好的工作氛围。",本科,1-3年,全职,计算机软件,5,1,6000.0,2000.0,5K-8K,大中型企业,IT互联网,1000.0
深圳市海能微电子有限公司,市场部产品经理,深圳,20000.0,30000.0,"职位描述： 1.调研功率产品二三极管/MOS/市场情况和需求，完成产品定义；
2.配合研发团队，输出产品说明及介绍PPT；
3.搜集各类展会资讯，推广公司品牌形象和产品，进行展宣演讲，品牌商务拓展，寻找战略合作伙伴并维护良好的合作关系；
任职资格：
1、本科及以上学历，电子、微电子、集成电路专业优先；
2、具备功率MOSFET行业产品开发、FAE、市场工作经验2年以上优先；
3、有电源行业研发设计工作经历优先；具备独立完成市场推广能力优先；",本科,3-5年,全职,电子/半导体/集成电路,5,2,25000.0,10000.0,20K-30K,大中型企业,电子硬件,5000.0
浙江外服人力资源服务有限公司,中国移动正式员工-大数据开发,杭州,15000.0,30000.0,职位描述： 1、负责根据业务需求，开发数据集市模型及指标； 2、负责经营分析数据应用支撑，并固化报表； 3、负责核查并解决数据质量问题，保障经营分析指标有效性。 任职资格： 1、熟练掌握大数据生态相关技术，包括HDFS、MapReduce、Yarn、Spark、Hive、HBase、Flink等； 2、熟练使用HiveSQL，熟悉数据仓库理论，有较好的大数据应用开发能力； 3、具备良好的需求理解能力、沟通协调能力和团队合作精神，有效推动工作落地经验; 4、有海量数据处理方面实习经验者优先。,本科,经验不限,全职,互联网,5,5,22500.0,15000.0,20K-30K,大中型企业,IT互联网,7500.0
湖北力欣科技有限公司,运维工程师,宜昌,4000.0,5000.0,"工作地点：宜昌市伍家岗区。双休，法定节假日。
一、职位描述：
1、负责计算机终端及其它桌面办公设备的软硬件运行维护；
2、负责视频会议系统的会议值机工作（含会前调试），视频会议系统及周边配套设备的日常维护和定期巡检工作；
3、负责客户办公系统的服务与支持，包括办公设备、办公软件、办公局域网等维护工作。
4、协助网络系统的日常运行及维护管理；
5、协助公司办公应用系统的日常维护管理；
二、任职要求：
1、2年及以上相关工作经验。大专以上学历，40岁以下。
2、具备较强的动手能力、沟通协调能力和责任心。
3、具有较强的分析和解决问题能力，有良好的团队协作精神、服务意识，具有较高的政治素质和职业素养。",大专,3-5年,全职,IT服务,4,2,4500.0,1000.0,5K以下,大中型企业,IT互联网,500.0
深圳因赛德思医疗科技有限公司,高级超声图像算法工程师,深圳,20000.0,35000.0,岗位职责：1.负责超声信号处理算法设计、仿真验证、测试分析与改进；2.超声成像产品图像合成、图像后处理算法研究及产品化开发工作；3.超声影像算法代码实现、超声产品图像处理算法的实现和相关参数的设置和优化；4.超声产品图像质量的评估和分析，性能研究和临床评估合作；5.根据产品开发流程要求，完成相关文档的编写。任职要求：1.硕士以上学历，物理、电子、计算机、通信工程、生物医学工程等相关专业；2.具有一年以上超声图像合成和图像处理经验，具有B超或者多普勒超声等超声影像产品算法优先。,硕士,1-3年,校园,医疗设备/器械,6,1,27500.0,15000.0,20K-30K,大中型企业,医药健康,7500.0
南京北路智控科技股份有限公司,自驾软件工程师（路径规划决策方向）,南京,15000.0,25000.0,岗位职责: 1、开发和优化车辆的路径规划、运动规划和行为决策算法。 2、确保算法在各种交通场景下的性能和可靠性。 3、将规划与决策算法实现为高效的软件模块，并集成到自动驾驶系统中。 4、使用仿真工具测试和验证规划与决策模块的性能。 5、分析仿真结果，调整算法以提高性能和安全性。 6、分析从实车测试和仿真中收集的数据，以优化规划和决策过程。 7、设计并执行测试计划以评估规划与决策模块的性能。 8、对模块进行调试，解决实车测试中发现的问题。 9、编写清晰的技术文档，记录算法的设计和测试结果。 10、关注系统的安全性，定期进行风险评估。 11、确保规划与决策模块遵守行业标准和法律法规要求。 任职要求: 1、本科及以上学历，专业涵盖计算机科学、人工智能、机器人学、电子工程或相关领域。 2、精通一种或多种编程语言，如C++、Python或Java，具备良好的算法和数据结构知识。 3、理解自动驾驶车辆的路径规划和运动规划算法，如A*、RRT、D*等。 4、熟悉至少一种机器学习框架，如TensorFlow或PyTorch，以及强化学习和深度学习在规划算法中的应用。 5、能够设计、实现和优化复杂的规划与决策算法。 6、熟悉多智能体决策、交通规则建模、行为预测和策略生成。 7、能够将规划与决策模块与车辆的其他系统（如感知、控制、车辆通信）集成。 8、设计和执行模块测试、集成测试和实车测试。 9、优秀的沟通和团队合作能力，能够与跨职能团队协作。 10、较强的逻辑思维能力，能够快速识别和解决复杂的技术问题。<d,本科,经验不限,全职,物联网,5,5,20000.0,10000.0,20K-30K,大中型企业,IT互联网,5000.0
深圳市朗格瑞实业发展有限公司,硬件工程师,深圳,20000.0,26000.0,"主要职责：（工作地点：宝安石岩）  1、负责产品的需求整理；  
2、负责产品的原理图、PCB图设计；  
3、负责产品的BOM整理、生产跟踪、软硬件调试、以及产品设计优化；  
4、负责产品的嵌入式程序开发。  
岗位要求：  
1、拥有嵌入式硬件产品开发3年及以上经验，具有本科及以上学历；  
2、熟悉模拟、数字电路的基础知识；  
3、熟悉ARM体系架构，掌握常见的嵌入式软硬开发工具和开发环境；  
4、熟练掌握C语言，有良好的编程风格和习惯，具备独立开发嵌入式应用的经验和能力；  
5、熟悉uCOS，freeRTOS，RT-Thread等优先。  
6、较强的分析、解决问题的能力，喜欢学习和钻研，对硬件研发工作有深厚的兴趣；  
7、具备工业仪器仪表开发经验优先。",本科,3-5年,全职,环保,5,2,23000.0,6000.0,20K-30K,大中型企业,环保,3000.0
京北方,大数据开发经理,上海,20000.0,28000.0,"1、熟悉SQL语言，熟练掌握Hive、MPPDB等大数据开发技能，具备5年以上关系型、分布式数据库设计和开发经验；
2、具有较强的团队管理能力、沟通能力、协调能力。工作积极主动，责任心强。
3、熟悉常用ETL工具，比如sqoop和kettle。
4、熟悉linux操作系统命令，有编写shell脚本和perl脚本的能力.
5、有银行系统开发经验者优先。
1、熟悉SQL语言，熟练掌握Hive、MPPDB等大数据开发技能，具备5年以上关系型、分布式数据库设计和开发经验；
2、具有较强的团队管理能力、沟通能力、协调能力。工作积极主动，责任心强。
3、熟悉常用ETL工具，比如sqoop和kettle。
4、熟悉linux操作系统命令，有编写shell脚本和perl脚本的能力.
5、有银行系统开发经验者优先。    微信公众号马克 数据网",本科,10年以上,全职,IT服务,5,4,24000.0,8000.0,20K-30K,其他,IT互联网,4000.0
浙江外服人力资源服务有限公司,中国移动正式员工--Android开发工程师,杭州,15000.0,30000.0,"岗位职责： 1、负责APP安卓端原生代码的迭代和优化开发
2、根据产品或者项目需求，配合产品经理，参与需求分析，完成代码实现、调试等
3、和服务端工程师对接完成产品客户端功能实现和测试用例的编写
4、能按时、独立、高质量地完成工作，确保相关代码逻辑的健壮性与正确性
5、在开发过程中确保高性能与稳定性，监控性能趋势并及时作出调整建议
职位要求： 【教育】：大学本科及以上学历，计算机及相关专业；
【知识】：掌握计算机原理、APP端设计规范、软件工程、数据库原理、项目管理等基础知识；
【技能】：
1、熟悉基于Android SDK的应用程序开发，熟练掌握JAVA、Kotlin开发语言，熟练rxjava、retrofit、react native等常用框架；
2、熟悉Android各类组件的使用方法、Android的UI绘制、消息机制和数据存储等的实现方式，能够熟练处理手机端兼容性问题；
3、熟悉Android应用的性能优化和内存优化；
4、熟练掌握Android APP中的测试框架、性能优化、内存泄露排查、ANR排查、代码混淆等相关技术；
5、熟练掌握Git、Jenkins、Gerrit、Android studio&Gradle等相关开发工具；
6、在数据结构/算法/软件设计/设计模式等方面拥有扎实的技术功底；
7、对实现高性能、高可用、优秀用户体验的APP应用有充分的了解和实践经验；
8、工作认真仔细、责任心强，有团队精神，性格乐观，能积极面对压力；
【经验】：具有3年及以上开发工作年限；有电商APP研发经验者优先；有端智能方向研发经验者优先；熟练掌握Android App开发和上架全流程者优先。
    关注公众号马 克 数 据 网",本科,3-5年,全职,互联网,5,2,22500.0,15000.0,20K-30K,大中型企业,IT互联网,7500.0
太阳生物技术,IT专员/ERP工程师,上海,8000.0,15000.0,"1、负责维护ERP（用友U8）系统，包括用户权限管理、业务流程管理(财务管理、供应链管理、生产制造管理等)、软件日常维护(含数据库维护,以及数据的导入和导出)、数据备份以及与软件供应商及时有效沟通(把公司用户需求、软件使用遇到的问题及时反馈给软件供应商促使供应商及时解决问题)；
2、负责维护OA（致远）系统，包括用户权限管理、业务流程搭建（对公司各部门OA系统需求信息并进行可行性分析,对可行需求进配置）、系统的维护（包括OA流程优化、故障处理,确保系统稳定运行）、维护OA系统信息数据安全环境,确保内部数据保密性和完整性；
3、负责公司日常桌面维护及技术支持； 
任职要求： 
1、 本科以上学历，计算机相关专业，2年以上ERP、OA实施维护经验，能独立开展相关工作； 
2、熟悉SQLServer、MySQL配置应用； 
3、熟悉MES、WMS、CRM、HR系统，有智能车间、智能工厂信息化建设经验优先；",大专,1-3年,全职,医药制造,4,1,11500.0,7000.0,8K-12K,大中型企业,医药健康,3500.0
南京北路智控科技股份有限公司,整车测试工程师,南京,12000.0,18000.0,岗位职责: 1、负责编写车辆整车部分测试用例 2、负责搭建部署整车测试环境 3、负责统领车辆整车部分的测试（包括整车参数、动力性能、制动性能、转向性能、举升性能、续航能力等），并编写测试报告 4、对接VCU工程师和电气工程师。负责根据车辆实际测试情况，提出整改要求 任职要求: 1、车辆工程专业优先 2、3年以上整车测试相关经验 3、熟悉车辆总线测试工具(CANoe、CANalyzer等) 4、熟悉CAN协议 5、熟悉车辆电池、电驱、电控系统  更多数据：搜索马克数据网来源：www.macrodatas.cn,本科,3-5年,全职,物联网,5,2,15000.0,6000.0,12K-20K,大中型企业,IT互联网,3000.0
方同舟控股有限公司,BIP开发软件工程师,邯郸,8000.0,15000.0,"岗位职责：
1、根据业务需求，进行BIP分析的需求分析及确认等工作；
2、负责BIP可视化报表设计及开发工作；
3、配合项目组，制定数据集成方案、编制明细实施计划负责技术实现并落地；
4、根据需求，进行BIP报表的改进、优化和完善；
5、数据模型设计、底层SQL脚本开发的工作。
  
  该职位为方同舟控股基地公司招聘，工作地点为河北，投递需注意！！！  
  
  任职要求：  1、熟练使用报表工具fnereport,fnbi,tableau工具，有数据库基础，熟练使用SQL语句；  
2、熟悉linux操作命令、tomcat、idk等部署、可以进行BIP的日常运维及性能调优；  
3、精通SQL脚本开发，熟练编写复杂SQL脚本和存储过程等；  
4、熟悉数据库相关理论及调优，至少掌握主流数据库系统中的一种；  
5、有指标报表、大屏、移动端开发经验优先。",大专,3-5年,全职,钢铁/有色金属冶炼及加工,4,2,11500.0,7000.0,8K-12K,大中型企业,制造业,3500.0
云南巨星注安师事务所有限公司,Java开发工程师,昆明,4000.0,5000.0,职位描述：1、品行端正，责任心强；2、本科及以上学历，计算机相关专业；3、工作经验不限，有JAVA开发经验者优先；4、熟悉Spring+Mybatis+MySQL；5、熟悉Vue前端开发框架；福利待遇1、月薪4-5K；2、公司购买“五险”；3、上班时间上午9:00-11:30，下午13:00-18:00，周末大小周，法定节假日正常休息；超长的春节假日（15天左右）4、中餐补贴5、生日慰问、节日慰问等,本科,经验不限,全职,咨询服务,5,5,4500.0,1000.0,5K以下,大中型企业,专业服务,500.0
苏州一目万相科技有限公司,qtC++研发工程师,北京,20000.0,30000.0,"关键字： C++，QT关键职责：
- 设计和开发工业影像检测设备软件
- 参与软件敏捷开发的全流程
- 负责软件模块的详细设计和相关文档撰写。
- 和系统和电气工程师一同工作来设计和实现跨职能功能

教育和工作经验要求：- 必须是统招本科，一本院校，硕士优先
- 计算机或相关专业
- 本科4年以上软件开发经验，硕士2年以上软件开发经验- 有工业或智能影像设备软件开发经验优先

要求：
- 熟练掌握C++
- 具有OOA/OOD的设计经验以及具备UML的设计方法- 具有QT编程经验
- 具有的单元测试开发能力优先考虑
个人画像：
- 诚实守信
- 强烈的责任感
- 思路清晰
- 自驱动和优秀团队合作
- 开放和快速学习能力",本科,3-5年,全职,电子设备制造,5,2,25000.0,10000.0,20K-30K,大中型企业,制造业,5000.0
